Name,Twitter Handle,Total Tweets,Total Retweets,Total followings,Total Followers,User Id,User Verified,User Location,Date of tweet,Tweet id,Tweet Text,Tweet Retweet Status,Tweet Reply To Id
Panetta,panetta_john,552,2,442,142,705493387852427265,False,,2016-04-07 08:27:16,717992125086846976,RT @opinionsamerica @opinionsamerica Vote and retweet Lets be heard #AlwaysTrump #Vote2016 #realdonaldTrump #maga #Military #Donal,False,
jyoti,LOVENLIGHT4U,896,2,205,128,4445570548,False,,2016-04-07 08:22:27,717990911301451776,RT @opinionsamerica @opinionsamerica Vote and retweet Lets be heard #AlwaysTrump #Vote2016 #realdonaldTrump #maga #Military #Donal,False,
All-American Drew,opinionsamerica,18526,2,5290,7563,3331835352,False,United States,2016-04-07 08:19:45,717990231664828416,@opinionsamerica Vote and retweet Lets be heard #AlwaysTrump #Vote2016 #realdonaldTrump #maga #Military #DonaldTrump #RETWEEETME,False,3331835352
Dan Kohrdt,DKohrdt,11741,0,3,124,4541034916,False,,2016-04-07 08:12:26,717988390889779200,Trump About You https//tco/QK2MC9wQjR via @YouTube #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain https//tco/GihwOZorSg,False,
Lee,dmgmfmcm,2669,0,4998,779,4899778497,False,"England, United Kingdom",2016-04-07 08:05:31,717986649951576064,Rap world is depopulating the whites in a program involving poisonshttps//tco/zEsqW3qVgT #RealDonaldTrump #TrumpTrain #panamapapers,False,
Dan Kohrdt,DKohrdt,11741,0,3,124,4541034916,False,,2016-04-07 08:01:07,717985542919622656,Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https//tco/sPEKR4yn39,False,
Dan Malakin,DanMalakin,4995,1,9956,9104,469661253,False,,2016-04-07 07:57:17,717984579114676224,RT @OccupyOcupy Writing Medical Fiction Medical Mystery Fantasy/Adventure https//tco/B7n9GPvzSS #writetip #realdonaldtrump,False,
William Lynes MD,wlynesmd,5637,0,9460,10318,177291959,False,Temecula California,2016-04-07 07:30:39,717977873970241536,606 University Lee W Hickok medical mystery with a sudden twist #writetip #realdonaldtrump https//tco/GtQ8F6GAf6,False,
William Lynes MD,wlynesmd,5637,0,9460,10318,177291959,False,Temecula California,2016-04-07 07:01:02,717970422042484736,Pirates Scoundrels and Kings an adventure/fantasya touching story of faith #writetip #realdonaldtrump https//tco/GtQ8F6oYQw,False,
Occupy оккупироват,OccupyOcupy,413,1,2540,564,2942549443,False,,2016-04-07 06:48:47,717967337320636416,Writing Medical Fiction Medical Mystery Fantasy/Adventure https//tco/B7n9GPvzSS #writetip #realdonaldtrump,False,
William Lynes MD,wlynesmd,5637,0,9460,10318,177291959,False,Temecula California,2016-04-07 06:30:34,717962755035242496,Luger Rounds curious medical mystery with a twist #writetip #realdonaldtrump https//tco/GtQ8F6GAf6,False,
RamonaVineyardChurch,SliceofHeavem,110,0,460,103,4128277225,False,"Ramona, CA",2016-04-07 06:20:37,717960252352630784,#realdonaldtrump People that stomp on the American flag should be deported where that practice is honoredJust saying,False,
Dan Kohrdt,DKohrdt,11741,0,3,124,4541034916,False,,2016-04-07 06:20:24,717960197692588032,Trump About You https//tco/QK2MC9wQjR via @YouTube #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain https//tco/hqKyC7SdS5,False,
JSQ Improvements,JSQimprovements,8016,0,30241,30222,1142814942,False,Brother in Christ-Follows you ,2016-04-07 06:18:09,717959630287036419,@theblaze #realdonaldtrump name 1 person U lost on 911 U bad #TedCruz about NY values say U lost 100s of friends give us 1 name proven liar,False,1142814942
Donald Trump Fan,trumpsdeck,4,0,1001,38,717950516496445440,False,"New York, NY",2016-04-07 06:17:55,717959573366185984,Donald Trumps immigration policy might be extreme#realdonaldtrump #trumpsdeck #immigration #policy https//tco/s7Tl53SXq1,False,
Lynn Gernert,GernertLynn,9103,2,25,339,4072278859,False,,2016-04-07 06:13:33,717958474076794880,RT @SteveEPFunk #CruzCrew #NeverTrump #realDonaldTrump https//tco/DW47TN2cGI,False,
Steve EP,SteveEPFunk,38,2,46,26,713274689259319296,False,"Nevada, USA",2016-04-07 06:12:41,717958255368994816,#CruzCrew #NeverTrump #realDonaldTrump https//tco/DW47TN2cGI,False,
Donald Trump Fan,trumpsdeck,4,0,1001,38,717950516496445440,False,"New York, NY",2016-04-07 06:10:12,717957627469123585,Donald Trumps Rivals Home In on New York#newyork #realdonaldtrump #trumpsdeck https//tco/8nmZulS4MP,False,
LAZARA Mikah ❤️ JC 2,BlackQueenLara,15000,0,3007,7301,33408119,False," Beverly Hills 90209, Paris F",2016-04-07 06:09:28,717957444928929792,@DanScavino Not resting she an #ET Seeing how #Ivanka is so happy and strong tells me that #realDonaldTrump has nothing against #women ,False,620571475
William Lynes MD,wlynesmd,5637,0,9460,10318,177291959,False,Temecula California,2016-04-07 06:00:50,717955270798917632,For all your medical mysteries and any fiction turn to https//tco/bjW50S4miH #writetip #realdonaldtrump https//tco/GtQ8F6GAf6,False,
Joshua Green,joshgreen907,25,0,102,14,3161685930,False,Anchorage Alaska,2016-04-07 05:59:05,717954830136774656,Has Hillary released her medical records Inconsequence #GeriatricDEMs #TrumpTrain #Cruz2016 #foxnews #realdonaldtrump #gettheburn,False,
Donald Trump Fan,trumpsdeck,4,0,1001,38,717950516496445440,False,"New York, NY",2016-04-07 05:55:44,717953989778616322,#trumpsdeck #realdonaldtrump https//tco/XayeWCjfYP,False,
fairgameratease,fairgameratease,551,0,0,5,519711191,False,,2016-04-07 05:54:23,717953649402511360,media promoted #realdonaldtrump made money when dems were quiet promoting #sanders and sanders owe them big and will pay #wakeupamerica,False,
Donald Trump Fan,trumpsdeck,4,0,1001,38,717950516496445440,False,"New York, NY",2016-04-07 05:54:23,717953647674458112,#realDonaldTrump #trumpsdeck https//tco/YERy4Hlky6,False,
Joshua Green,joshgreen907,25,0,102,14,3161685930,False,Anchorage Alaska,2016-04-07 05:52:23,717953145133924353,The diaper bulge will rely show in that red jump suit #GeriatricDEMs #TrumpTrain #Cruz2016 #foxnews RepublicanConvention #realdonaldtrump,False,
Mickey Mouse,Mickey4Trump,17,0,216,23,717864169190596608,False,"Florida, USA",2016-04-07 05:47:15,717951854722883584,#realDonaldTrump #trump2016 #NeverHillary https//tco/ZrxqgqfUc9,False,
fairgameratease,fairgameratease,551,0,0,5,519711191,False,,2016-04-07 05:45:46,717951478862708736,Washington Post also did not revile its journalists are tied to the CWA union corrupt media #wakeupamerica #Hillary #realdonaldtrump #cnn,False,
Headline Toaster,nexus2019,3011,0,757,253,31137106,False,"Brisbane, Australia",2016-04-07 05:39:01,717949780396146688,#HillaryClinton #realdonaldtrump https//tco/WfjIn0OP4d,False,
Carol Leonard,laughingcat2016,15281,1,2123,1580,4709866640,False,,2016-04-07 05:34:03,717948531575685120,RT @nexus2019 #realdonaldtrump https//tco/AUwGLmjsCd,False,
Headline Toaster,nexus2019,3011,1,757,253,31137106,False,"Brisbane, Australia",2016-04-07 05:30:43,717947691267821569,#realdonaldtrump https//tco/AUwGLmjsCd,False,
William Lynes MD,wlynesmd,5637,0,9460,10318,177291959,False,Temecula California,2016-04-07 05:30:30,717947639489302528,Another Lee W Hickok medical mystery 606 University a lethal mystery #writetip #realdonaldtrump https//tco/GtQ8F6GAf6,False,
Jeremiah Trotter,jctrotte,1166,0,87,68,71171869,False,,2016-04-07 05:30:07,717947542898487296,@CNN @OutFrontCNN oddly desperate back peddling he doesnt sound as confident as he used to #realdonaldtrump,False,759251
fairgameratease,fairgameratease,551,0,0,5,519711191,False,,2016-04-07 05:24:27,717946115404861440,Open Secret reports CWA spent 442 Mil on Dems and Koch industries spent 295 mil on reps #wakeupamerica #cruz #realdonaldtrump #Hillary,False,
Dan Kohrdt,DKohrdt,11741,0,3,124,4541034916,False,,2016-04-07 05:24:26,717946110623498240,Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot https//tco/QK2MC9wQjR https//tco/EyWmE2ZmyN,False,
michael hart-olsen,HartOlsen,14407,8,105,170,1538099738,False,,2016-04-07 05:14:34,717943629088686080,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/tlMi41OfPm,False,
michael hart-olsen,HartOlsen,14407,3,105,170,1538099738,False,,2016-04-07 05:14:23,717943583362453504,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/piyN383si7,False,
Asif Hafeez,asifhafeez,2080,0,153,28,32776979,False,headed north,2016-04-07 05:12:58,717943227840593921,@Independent Yea I want #realdonaldtrump as the Republican nominee not only Republicans we Democrats like him too he makes us laugh,False,16973333
William Lynes MD,wlynesmd,5637,0,9460,10318,177291959,False,Temecula California,2016-04-07 05:00:50,717940171346411521,A Lee W Hickok story of a medical mystery #writetip #realdonaldtrump https//tco/GtQ8F6GAf6,False,
Obama World of Oz,Obamaisnuts,41911,0,4585,4717,578525346,False,Socialist State of California ,2016-04-07 04:59:39,717939875459178496,#Indiana early voting now open for GOP Primary in May #VoteTrump #trump2016 @The_Trump_Train #realdonaldtrump #pjnet #tcot #tlot #ccot #2a,False,
patricia belgrave,patriciabelgra1,234,1,3,8,4888605227,False,,2016-04-07 04:58:41,717939632122544132,RT @RichardaMathews #inforwars The Forgotten Americans #inforwars #realdonaldtrump https//tco/seG8Lug3sR,False,
Dan Kohrdt,DKohrdt,11741,0,3,124,4541034916,False,,2016-04-07 04:56:23,717939052088016897,Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https//tco/QK2MC9wQjR https//tco/owWbj3DrfS,False,
Beneficial Marketing,BeneficialMarke,19212,1,3938,4170,1657752242,False,Liverpool,2016-04-07 04:51:04,717937713526284289,RT @chrisheuer #makeamericagreatagain with flammable scarves made in China for #realDonaldTrumps daughter to sell to US TIMEhttps//,False,
Chris Heuer,chrisheuer,34664,1,7830,24559,12916,False,"San Francisco, CA",2016-04-07 04:45:35,717936336317980672,#makeamericagreatagain with flammable scarves made in China for #realDonaldTrumps daughter to sell to US TIMEhttps//tco/eS0QiL7CJF,False,
fairgameratease,fairgameratease,551,0,0,5,519711191,False,,2016-04-07 04:41:15,717935244624527360,media created #realdonaldtrump after they made tons of money out of him attacked him and destroyed him now rising sanders #wakeupamerica,False,
RiseToAmerica,RiseToAmerica,736,0,7,127,703996252669652993,False,"Alaska, USA",2016-04-07 04:40:01,717934933696585728,@GingerRepublic #realDonaldTrump is delusional thinks he the Infomercial guy can win all states Duh its called an election #NeverTrump,False,1556296710
fairgameratease,fairgameratease,551,0,0,5,519711191,False,,2016-04-07 04:32:22,717933008884346880,when #realdonaldtrump calls media corrupt he knows about POLITICO some media bosses intentionally avoided CWA photo up #wakeupamerica #fox,False,
William Lynes MD,wlynesmd,5637,0,9460,10318,177291959,False,Temecula California,2016-04-07 04:30:32,717932546206654464,Fun story of touching faith Pirates Scoundrels and Kings #writetip #realdonaldtrump https//tco/GtQ8F6GAf6,False,
fairgameratease,fairgameratease,551,0,0,5,519711191,False,,2016-04-07 04:28:31,717932040692244480,this means who ever media put down we should vote for no wonder no one trusts them #wakeupamerica #Hispz16 #realdonaldtrump knew this,False,
PinkPrincess,PinkPri25886286,3862,5,22,124,715724028447563777,False,,2016-04-07 04:26:19,717931484728860672,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/lcAAJOWmwd,False,
Sammy Clark,SammyCl23155188,10764,5,209,319,706714132762918912,False,"Tennessee, USA",2016-04-07 04:21:32,717930281294901249,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/lcAAJOWmwd,False,
Che Osama,cheyosama,101,0,380,28,3456647655,False,,2016-04-07 04:19:29,717929767085948928,#realdonaldtrump A First Lady To Make America Hard Again Ready for bedding https//tco/k5D1jxkPBb https//tco/4vxbwKLHmW,False,
Anita Miller,wildflower6422,25572,5,2040,1545,4926495803,False,,2016-04-07 04:17:29,717929264453128193,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/lcAAJOWmwd,False,
Wm Richard Cordero,bedtx,4384,0,1301,731,2746626150,False,North California,2016-04-07 04:14:54,717928614235209734,#realDonaldTrumpTell us new things in this day&ampage weve seenshow us your/Our enemywe want to hear about your plan toovercome Those,False,
J Baker,JBaker31826004,523,5,29,81,2834620568,False,,2016-04-07 04:05:20,717926206889336833,#OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/lcAAJOWmwd,False,
Eugene Shats,EugeneShats,46,0,71,21,776727386,False,,2016-04-07 04:04:18,717925947412877312,Reading lyrics to Al Wilsons The Snake #Trump implied Syrian refugees are terrorists and obviously so #realdonaldtrump is a #realasshole,False,
William Lynes MD,wlynesmd,5637,0,9460,10318,177291959,False,Temecula California,2016-04-07 04:00:49,717925066915360770,Luger Rounds a hospital mystery turned lethal #writetip #realdonaldtrump https//tco/GtQ8F6GAf6,False,
Trump Revolution,organic2016,41816,1,2084,1794,4826912636,False,Orange County Ca. ,2016-04-07 03:59:24,717924713620635648,RT @presleyjohn99 #TrumpCampaign #realDonaldTrump #MAGA #Trumptrain https//tco/pnMke54e52,False,
VoteTrumpUSA,VoteTrumpUSA,44519,8,614,2608,135990201,False,Washington state USA,2016-04-07 03:55:04,717923623680409600,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/tlMi41OfPm,False,
VoteTrumpUSA,VoteTrumpUSA,44519,3,614,2608,135990201,False,Washington state USA,2016-04-07 03:50:30,717922474004905984,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/piyN383si7,False,
Trump Wall,faagifts,26161,3,11457,11399,127499705,False,"Cecilia, Ky",2016-04-07 03:49:26,717922205359869953,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/piyN383si7,False,
Trump Wall,faagifts,26161,8,11457,11399,127499705,False,"Cecilia, Ky",2016-04-07 03:48:52,717922059754582016,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/tlMi41OfPm,False,
LaurasProminentPlay,prominentplay,11542,0,1052,476,513408974,False,"Washington, DC",2016-04-07 03:44:11,717920883738865664,@nycjim there is not an ounce of class in the #realdonaldtrump,False,14940354
casey swanson,SageAuthor,12342,0,2615,2405,2454115968,False,Northern California,2016-04-07 03:39:50,717919789637742592,@wildwest1900 only candidate that cannot win presidency for the GOP is the fraud #realDonaldTrump What is the flip flop standing for today,False,3419229712
Chris Gass,cazgass,854,0,32,7,3187336105,False,"Live in Phoenix, AZ",2016-04-07 03:33:42,717918244095414272,#realDonaldTrump #CNN #FoxNews #MSNBC #TrumpsPartners Locations on where I think the US Navy should have Commands https//tco/fwtN6PiT04,False,
Stephanie Szady,wolfsburgLtdEd,574,0,4999,1694,2907677723,False,"Hawthorn Woods, IL",2016-04-07 03:33:12,717918118782197760,#realdonaldtrump #trump2016 #Votetrump #maga #TrumpTrain https//tco/1LdDzBIlcm,False,
Chris Gass,cazgass,854,0,32,7,3187336105,False,"Live in Phoenix, AZ",2016-04-07 03:32:27,717917929099014144,#realDonaldTrump #CNN #FoxNews #MSNBC #TrumpsPartners My thoughts on the First Four Official SECNAV Duties https//tco/KbNtADFzAJ,False,
J Baker,JBaker31826004,523,0,29,81,2834620568,False,,2016-04-07 03:31:32,717917699234377728,#OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/DL5AWHAzVI,False,
William Lynes MD,wlynesmd,5637,1,9460,10318,177291959,False,Temecula California,2016-04-07 03:30:35,717917460515713025,For all your medical mysteries or any fiction turn to https//tco/bjW50S4miH #writetip #realdonaldtrump https//tco/GtQ8F6GAf6,False,
Daniel Keller,DanielKusa,26375,3,790,849,3639087436,False,"Indiana, USA",2016-04-07 03:26:44,717916491614531584,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/2VFFpOEmAQ,False,
Chris Mcallister,Chris0u24,87780,3,1025,1770,743923398,False,Planet earth ,2016-04-07 03:25:42,717916229932097537,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/2VFFpOEmAQ,False,
letsusbehonest,letsusbehonest,10315,0,882,738,21899404,False,Texas,2016-04-07 03:23:55,717915783892865024,Govt programmer testifies voting machines are rigged Proven VOTING FRAUD https//tco/n7icP8LLmx @YouTube #TrumpTrain #realDonaldTrump,False,
Jeffrey Hardin,777Jericho,2238,0,556,353,4462113379,False,"South Carolina, USA",2016-04-07 03:23:23,717915647762673664,@tedcruz #realDonaldTrump The INELIGIBLE #LyingTed Stealing votes from an eligible Candidate #Trump2016 #TrumpTrain https//tco/LM5TCKWho4,False,23022687
Dan Kohrdt,DKohrdt,11741,0,3,124,4541034916,False,,2016-04-07 03:20:35,717914945233559552,About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain Watch https//tco/QK2MC9wQjR https//tco/NtNvBwViBB,False,
Strumpet,lsbarone,13,0,1,0,710617876240146433,False,,2016-04-07 03:17:37,717914195946246144,#realdonaldtrump Forget your few opponents Youre in the hearts and hopes of millions Theyll carry you to the oval office Do your part,False,
Lena,pinksugar61,22052,3,18590,20650,435958880,False, Great Lakes Area,2016-04-07 03:17:05,717914061292306432,RT @JBaker31826004 #OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/2VFFpOEmAQ,False,
J Baker,JBaker31826004,523,3,29,81,2834620568,False,,2016-04-07 03:14:14,717913347027390464,#OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/2VFFpOEmAQ,False,
Tyler T Hirsch,TylerHirsch23,32321,12,1105,347,769922155,False,"۞4th dimension, leaving Eden۞",2016-04-07 03:12:25,717912887671427073,RT @YourPotus Turkey ISIS and #USA https//tco/EMpTpPOpa7#Turkey #ISIS #GOP #GOPcampaign #RealDonaldTrump #TrumpTeam #TrumpTrain #Tru,False,
ruth elissa alexandr,ruth_elissa,2948,17,138,104,3282583820,False,,2016-04-07 03:11:25,717912637690884096,RT @herbiehaase Cant bring your Lies to a Truth fight in NY Teddy #realdonaldtrump #NewYork4Trump #Trump2016 #TrumpTrain,False,
J Baker,JBaker31826004,523,3,29,81,2834620568,False,,2016-04-07 03:08:57,717912014656397312,#OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/piyN383si7,False,
Stephanie Szady,wolfsburgLtdEd,574,0,4999,1694,2907677723,False,"Hawthorn Woods, IL",2016-04-07 03:07:44,717911710330294272,#realdonaldtrump #NewYorkValues #MakeAmericaGreatAgain #TrumpTrain #AlwaysTrump #maga #TeamTrump https//tco/ZUMKhRp3PM,False,
J Baker,JBaker31826004,523,8,29,81,2834620568,False,,2016-04-07 03:07:15,717911586749321216,#OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/tlMi41OfPm,False,
Sock Puppet,puppet_ebooks,67361,0,19,104,2678195041,False,,2016-04-07 03:06:02,717911280690933760,I know #realDonaldTrump Hes really hard to the primary victory Cruz has put little bit on new beginning for GOP establishment #tedc,False,
Donald J. Drumpf,dudDonaldTrump,2871,0,527,126,704213222186856448,False,Republic of Slovenia,2016-04-07 03:05:27,717911136277028864,#FuckfaceVonClownstick #SendMelaniaBackToSlovenia #MakeAmericaSpellAgain #realDonaldTrump https//tco/KIPEy8syVX,False,
William Lynes MD,wlynesmd,5637,0,9460,10318,177291959,False,Temecula California,2016-04-07 03:00:51,717909978774896640,Another Lee W Hickok medical mystery 606 University #writetip #realdonaldtrump https//tco/GtQ8F6GAf6,False,
J Baker,JBaker31826004,523,0,29,81,2834620568,False,,2016-04-07 02:54:32,717908388215042049,#OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/cVEUSQzuWZ,False,
Charlie,Avraham5772,49348,2,13189,12821,407490941,False,Work in Asia and from Texas US,2016-04-07 02:54:13,717908307306881024,RT @wolfsburgLtdEd #maga #TrumpNy #realdonaldtrump #MakeAmericaGreatAgain #AlwaysTrump #women4trump https//tco/rZvVFzssiJ,False,
Dan Kohrdt,DKohrdt,11741,0,3,124,4541034916,False,,2016-04-07 02:52:37,717907904167337984,Trump About You https//tco/QK2MC9wQjR via @YouTube #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain https//tco/3KgKGQt3aH,False,
Stephanie Szady,wolfsburgLtdEd,574,2,4999,1694,2907677723,False,"Hawthorn Woods, IL",2016-04-07 02:50:06,717907270772740096,#maga #TrumpNy #realdonaldtrump #MakeAmericaGreatAgain #AlwaysTrump #women4trump https//tco/rZvVFzssiJ,False,
Donald Trump,Donald4Merica,40,0,598,429,712759841794760705,False,,2016-04-07 02:48:34,717906888541601792,Does he now #KeepDreamin #realdonaldtrump #Trump2016 #Trump https//tco/Dgx096Lmpr,False,
F U punk,Gengmanstyle,18337,14,223,413,2187356456,False,United States,2016-04-07 02:47:57,717906731590922240,RT @YourPotus Army For Trump#USA #Army #USarmy #ArmyVeterans #ArmyForTrump #AlwaysTrump #TrumpTeam #TrumpTrain #RealDonaldTrump https/,False,
Who Profits $ ?,skeeteronmy,45607,50,2644,2467,25336782,False,USA,2016-04-07 02:45:41,717906161257742336,RT @YourPotus Newt For Trump#GOP #GOPcampaign #Newt #Gingrich #NewtGingrich #DonaldTrump #RealDonaldTrump #VoteTrump #YourPotus https//,False,
Skye Shepard,SkyeShepard,214008,14,8303,7586,456775778,False,Not Lost In A Lost World- IN,2016-04-07 02:44:25,717905844009050112,RT @YourPotus Army For Trump#USA #Army #USarmy #ArmyVeterans #ArmyForTrump #AlwaysTrump #TrumpTeam #TrumpTrain #RealDonaldTrump https/,False,
J Baker,JBaker31826004,523,1,29,81,2834620568,False,,2016-04-07 02:43:51,717905698932154368,#OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/ImajZBMhCb,False,
J Baker,JBaker31826004,523,0,29,81,2834620568,False,,2016-04-07 02:42:05,717905254285594624,#OnlyTrump #Woman4Trump #dtmag #realDonaldTrump #iamdonaldtrump #BikersForTrump @thePGR https//tco/cuDBsBpj0E,False,
John Presley,presleyjohn99,2165,1,1240,625,4799346261,False,Joined Jan. 2016 Trump support,2016-04-07 02:39:05,717904499453652992,#TrumpCampaign #realDonaldTrump #MAGA #Trumptrain https//tco/pnMke54e52,False,
Wm Richard Cordero,bedtx,4384,0,1301,731,2746626150,False,North California,2016-04-07 02:38:37,717904383837470720,#realDonaldTrumpWe all know who is against youthe change U say will hurt themWhy do you not clearly state your enemyRNC &amp US parasites,False,
Texas Watch Tower,Tea4TeXs,49354,14,3387,3414,3273479480,False,"Texas, USA",2016-04-07 02:37:02,717903983025774592,RT @YourPotus Army For Trump#USA #Army #USarmy #ArmyVeterans #ArmyForTrump #AlwaysTrump #TrumpTeam #TrumpTrain #RealDonaldTrump https/,False,
William Lynes MD,wlynesmd,5637,0,9460,10318,177291959,False,Temecula California,2016-04-07 02:30:33,717902352901083137,For all medical mysteries whenever check out https//tco/bjW50S4miH #writetip #realdonaldtrump https//tco/GtQ8F6GAf6,False,
Suzanne Rivkin,rivkin_suzanne,3239,17,28,123,4853583291,False,,2016-04-07 02:27:17,717901529857060864,RT @herbiehaase Cant bring your Lies to a Truth fight in NY Teddy #realdonaldtrump #NewYork4Trump #Trump2016 #TrumpTrain,False,
Dan Kohrdt,DKohrdt,11741,0,3,124,4541034916,False,,2016-04-07 02:24:34,717900845019480064,Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot Watch https//tco/QK2MC9wQjR https//tco/N7kToR0BBu,False,
Sock Puppet,puppet_ebooks,67361,0,19,104,2678195041,False,,2016-04-07 02:24:01,717900707375030274,Wisconsin we all proud of white characters with anti trump#realDonaldTrump https/,False,
Jason's Grandpa,JasonsGrandpa,83367,2,5113,4862,23047147,False,,2016-04-07 02:21:01,717899954098991105,RT @set1958 #realdonaldtrump https//tco/m1QpoO3n8C Voting machines in #WiPrimary Premier Election Solutions formally Diebold Can be,False,
Stephen Kiessling,skeys41,500,2,83,52,696723985254449152,False,"Bronx, NY",2016-04-07 02:18:50,717899402032103425,RT @set1958 #realdonaldtrump https//tco/m1QpoO3n8C Voting machines in #WiPrimary Premier Election Solutions formally Diebold Can be,False,
True To Trump,set1958,23367,2,1636,1902,108448775,False,United States,2016-04-07 02:17:21,717899028646768641,#realdonaldtrump https//tco/m1QpoO3n8C Voting machines in #WiPrimary Premier Election Solutions formally Diebold Can be hacked #Trump,False,
Lynne Alexander,LynneAl85522360,98,0,57,19,3352520499,False,,2016-04-07 02:15:13,717898491859705857,#realdonaldtrump Im a great fanThrow away the Twitter account,False,
JBF,jBfieldman,3679,0,34,24,893315377,False,,2016-04-07 02:11:49,717897639413620737,#realDonaldTrump Piggy boy Barry Bennet architect of the Trojan Horse narrative All bullshit,False,
Valdemar Escamilla,valdemar58,5453,10,228,184,111489288,False,Chesterfield Michigan USA,2016-04-07 02:10:20,717897264790900737,RT @Barb4Trump317 TED CRUZ DC MADAM Still Report #realdonaldtrump #Trump2016 #DCmadam #judgejeanine https//tco/0KV60xs1A4 https//t,False,
JBF,jBfieldman,3679,0,34,24,893315377,False,,2016-04-07 02:09:07,717896958422200320,#realDonaldTrump have U filed your assault charges against Fields yet U pussy whiner U said she assaulted uLyin pussy boy Donald,False,
JBF,jBfieldman,3679,0,34,24,893315377,False,,2016-04-07 02:06:48,717896374172434433,#realDonaldTrump 63 of GOP is against youUr propaganda portrays u as if everyone wants you LYIN Donald,False,
Abe Lincoln,linc11111111,264,0,12,18,705933415036665857,False,,2016-04-07 02:04:09,717895708196646912,#realdonaldtrump #NeverTrump #bethpage #long island love this man https//tco/Jj8AuXB6Zh,False,
swebs,swebs,20261,0,1191,1119,16177626,False,"miramar beach, FL",2016-04-07 02:02:38,717895326045081600,Retweeted American Right Now @amrightnow#realdonaldtrump Boeing &amp other Aircraft makers flock to Mexico https//tco/h6m32jft41,False,
Kris Reese,kreese84,20,0,54,43,2607471922,False,"Gibson City, IL",2016-04-07 02:02:31,717895295850258432,Whether you are a Trump fan or not youre still talking about him Genius if you ask me #realdonaldtrump @megynkelly,False,
Dan Kohrdt,DKohrdt,11741,0,3,124,4541034916,False,,2016-04-07 02:01:49,717895120402702336,Vote Trump #realdonaldtrump #VoteTrump2016 #MakeAmericaGreatAgain #trumptrain #A1 #A2 #tcot #trump2016 https//tco/7z9mt28BNJ,False,
Orest,oldguytalks,492,0,23,15,3528700993,False,,2016-04-07 02:01:12,717894966715015168,@DonaldjTrumpJr #realDonaldTrump #hillaryclinton more offensive shit at https//tco/2UfBp9Luty https//tco/4YAt6Z64JM,False,39344374
