Name,Twitter Handle,Total Tweet,Total Following,Tolat Followers,UserID,User Verified,User Location,User Description,Date of Tweet,Tweet ID,Tweet Text,Tweet_Lang,Tweet Source,Tweet ReTweet Status,Tweet  Reply To Name,Tweet  Reply To ID
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-08 18:03:49,796050609254395905,We need your vote. Go to the POLLS! Let's continue this MOVEMENT! Find your poll location: https://t.co/VMUdvi1tx1… https://t.co/zGOx74Ebhw,en,Twitter Web Client,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-08 18:23:39,796055597594578944,#ElectionDay https://t.co/MXrAxYnTjY https://t.co/FZhOncih21,und,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-08 21:18:04,796099494442057728,I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-08 21:28:24,796102093727793152,"Just out according to @CNN: ""Utah officials report voting machine problems across entire country""",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-08 21:31:20,796102830352465921,"Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left. GO FLORIDA!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-08 23:03:42,796126077647196160,"Still time to #VoteTrump! 
#iVoted #ElectionNight https://t.co/UZtYAY1Ba6",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-08 23:20:09,796130213826621440,RT @DonaldJTrumpJr: FINAL PUSH! Eric and I doing dozens of radio interviews. We can win this thing! GET OUT AND VOTE! #MAGA #ElectionDay ht…,en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-08 23:20:39,796130340180029441,RT @EricTrump: Join my family in this incredible movement to #MakeAmericaGreatAgain!! Now it is up to you! Please #VOTE for America! https:…,en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-09 01:35:15,796164216294084608,RT @IvankaTrump: Such a surreal moment to vote for my father for President of the United States! Make your voice heard and vote! #Election2…,en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-10 19:31:27,796797436752707585,Happy 241st birthday to the U.S. Marine Corps! Thank you for your service!! https://t.co/Lz2dhrXzo4,en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-11 02:10:46,796897928048766976,"A fantastic day in D.C. Met with President Obama for first time. Really good meeting, great chemistry. Melania liked Mrs. O a lot!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-11 02:19:44,796900183955095552,"Just had a very open and successful presidential election. Now professional protesters, incited by the media, are protesting. Very unfair!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-11 11:14:20,797034721075228672,Love the fact that the small groups of protesters last night have passion for our great country. We will all come together and be proud!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-11 13:33:35,797069763801387008,Busy day planned in New York. Will soon be making some very important decisions on the people who will be running our government!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-11 15:26:37,797098212599496704,Today we express our deepest gratitude to all those who have served in our armed forces. #ThankAVet https://t.co/wPk7QWpK8Z,en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-12 15:05:33,797455295928791040,"This will prove to be a great time in the lives of ALL Americans. We will unite and we will win, win, win!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-13 14:16:46,797805407179866112,"Wow, the @nytimes is losing thousands of subscribers because of their very poor and highly inaccurate coverage of the ""Trump phenomena""",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-13 14:43:09,797812048805695488,The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me. I wonder if it will change - doubt it?,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-13 14:45:28,797812630312382464,Mitt Romney called to congratulate me on the win. Very nice!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-13 15:23:28,797822192931262470,"Jeb Bush, George W and George H.W. all called to express their best wishes on the win. Very nice!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-13 15:28:52,797823553244712960,"Governor John Kasich of the GREAT, GREAT, GREAT State of Ohio called to congratulate me on the win. The people of Ohio were incredible!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-13 16:03:21,797832229800050688,"The @nytimes states today that DJT believes ""more countries should acquire nuclear weapons."" How dishonest are they. I never said this!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-13 16:33:26,797839801735114752,I will be interviewed on @60Minutes tonight after the NFL game - 7:00 P.M. Enjoy!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-13 18:46:36,797873313561198593,"The debates, especially the second and third, plus speeches and intensity of the large rallies, plus OUR GREAT SUPPORTERS, gave us the win!",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-15 13:34:43,798519600413601792,If the election were based on total popular vote I would have campaigned in  N.Y. Florida and California and won even bigger and more easily,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-15 13:40:29,798521053551140864,"The Electoral College is actually genius in that it brings all states, including the smaller ones, into play. Campaigning is much different!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-16 02:55:34,798721142525665280,Very organized process taking place as I decide on Cabinet and many other positions. I am the only one who knows who the finalists are!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-16 11:28:57,798850338384023552,"I am not trying to get ""top level security clearance"" for my children. This was a typically false news story.",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-16 12:12:30,798861300453539840,"The failing @nytimes story is so totally wrong on transition. It is going so smoothly. Also, I have spoken to many foreign leaders.",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-16 12:17:12,798862483255652352,"I have recieved and taken calls from many foreign leaders despite what the failing @nytimes said. Russia, U.K., China, Saudi Arabia, Japan,",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-16 12:25:21,798864532433211392,"Australia, New Zealand, and more. I am always available to them. @nytimes is just upset that they looked like fools in their coverage of me.",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-17 12:46:23,799232214793760768,"My transition team, which is working long hours and doing a fantastic job, will be seeing many great candidates today. #MAGA",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-18 02:01:52,799432403727028224,"Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant in Kentucky - no Mexico",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-18 02:15:28,799435824622252032,I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their confidence in me!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-18 16:52:39,799656577250848768,"RT @transition2017: President-elect Trump announces selections for Attorney General, National Security Advisor, CIA Director. More here: ht…",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-18 22:35:27,799742847310319616,Will be working all weekend in choosing the great men and women who will be helping to MAKE AMERICA GREAT AGAIN!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-19 13:34:38,799969130237542400,I settled the Trump University lawsuit for a small fraction of the potential award because as President I have to focus on our country.,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-19 13:39:34,799970371705380864,The ONLY bad thing about winning the Presidency is that I did not have the time to go through a long but winning trial on Trump U. Too bad!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-19 13:48:31,799972624713420804,"Our wonderful future V.P. Mike Pence was harassed last night at the theater by the cast of Hamilton, cameras blazing.This should not happen!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-19 13:56:30,799974635274194947,"The Theater must always be a safe and special place.The cast of Hamilton was very rude last night to a very good man, Mike Pence. Apologize!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-20 11:22:34,800298286204723200,"The cast and producers of Hamilton, which I hear is highly overrated, should immediately apologize to Mike Pence for their terrible behavior",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-20 11:44:23,800303776615854080,Numerous patriots will be coming to Bedminster today as I continue to fill out the various positions necessary to MAKE AMERICA GREAT AGAIN!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-20 13:26:04,800329364986626048,"I watched parts of @nbcsnl Saturday Night Live last night. It is a totally one-sided, biased show - nothing funny at all. Equal time for us?",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-20 13:39:05,800332639844659201,"General James ""Mad Dog"" Mattis, who is being considered for Secretary of Defense, was very impressive yesterday. A true General's General!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-20 14:05:01,800339165829283840,I have always had a good relationship with Chuck Schumer. He is far smarter than Harry R and has the ability to get things done. Good news!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-21 23:58:06,800850810490023937,.@transition2017 update and policy plans for the first 100 days. https://t.co/HTgPXfPWeJ,en,Twitter Ads,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-22 02:14:21,800885097775955974,Prior to the election it was well known that I have interests in properties all over the world.Only the crooked media makes this a big deal!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-22 02:22:16,800887087780294656,Many people would like to see @Nigel_Farage represent Great Britain as their Ambassador to the United States. He would do a great job!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-22 11:16:45,801021596228091905,I cancelled today's meeting with the failing @nytimes when the terms and conditions of the meeting were changed at the last moment. Not nice,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-22 11:31:18,801025256487940096,Perhaps a new meeting will be set up with the @nytimes. In the meantime they continue to cover me inaccurately and with a nasty tone!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-22 11:36:46,801026635579424768,The failing @nytimes just announced that complaints about them are at a 15 year high. I can fully understand that - but why announce?,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-22 11:46:57,801029194906038272,Great meetings will take place today at Trump Tower concerning the formation of the people who will run our government for the next 8 years.,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-22 13:38:17,801057215226544128,"'President-elect Donald J. Trump's CIA Director Garners Praise'
https://t.co/UFdLWtwBEQ https://t.co/MrPaG7OziQ",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-22 13:39:46,801057586162319360,"'Jeff Sessions, a Fitting Selection for Attorney General'
https://t.co/LjKTkAZSFy",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-22 15:40:31,801087976889520128,The meeting with the @nytimes is back on at 12:30 today. Look forward to it!,en,Twitter Web Client,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-22 17:10:47,801110690387857408,I am seriously considering Dr. Ben Carson as the head of HUD. I've gotten to know him well--he's a greatly talented person who loves people!,en,Twitter Web Client,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-23 00:24:46,801219908910469120,Bus crash in Tennessee so sad &amp; so terrible. Condolences to all family members and loved ones. These beautiful children will be remembered!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-24 02:17:26,801610648010575872,"Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Th… https://t.co/RY9mGGjrXm",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-24 03:30:36,801629061831331840,"Happy Thanksgiving to everyone. We will, together, MAKE AMERICA GREAT AGAIN!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-24 15:11:58,801805564577808385,"I am working hard, even on Thanksgiving, trying to get Carrier A.C. Company to stay in the U.S. (Indiana). MAKING PROGRESS - Will know soon!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-26 13:08:11,802499192237080576,Fidel Castro is dead!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 00:31:32,802671162383802368,The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 03:59:52,802723588759375873,"The Democrats, when they incorrectly thought they were going to win, asked that the election night tabulation be accepted. Not so anymore!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 12:19:31,802849330176659456,Hillary Clinton conceded the election when she called me just prior to the victory speech and after the results were in. Nothing will change,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 12:55:03,802858273284255744,"Hillary's debate answer on delay: ""That is horrifying. That is not the way our democracy works. Been around for 240 years. We've had free --",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 13:01:08,802859802749784064,"and fair elections. We've accepted the outcomes when we may not have liked them, and that is what must be expected of anyone standing on a -",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 13:08:05,802861553905238017,"during a general election. I, for one, am appalled that somebody that is the nominee of one of our two major parties would take that kind --",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 13:18:06,802864075822788608,"of position."" Then, separately she stated, ""He said something truly horrifying ... he refused to say that he would respect the results of --",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 13:23:18,802865382490968064,"this election. That is a direct threat to our democracy."" She then said, ""We have to accept the results and look to the future, Donald --",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 13:29:30,802866941820071937,"Trump is going to be our President. We owe him an open mind and the chance to lead."" So much time and money will be spent - same result! Sad",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 20:30:43,802972944532209664,"In addition to winning the Electoral College in a landslide, I won the popular vote if you deduct the millions of people who voted illegally",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 20:34:18,802973848022847489,It would have been much easier for me to win the so-called popular vote than the Electoral College in that I would only campaign in 3 or 4--,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-27 20:41:32,802975667197386752,states instead of the 15 states that I visited. I would have won even more easily and convincingly (but smaller states are forgotten)!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-28 00:31:54,803033642545115140,"Serious voter fraud in Virginia, New Hampshire and California - so why isn't the media reporting on this? Serious bias - big problem!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-28 14:02:06,803237535178772481,"If Cuba is unwilling to make a better deal for the Cuban people, the Cuban/American people and the U.S. as a whole, I will terminate deal.",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-28 21:01:47,803343150907617284,Just met with General Petraeus--was very impressed!,en,Twitter Web Client,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 02:14:04,803421742815412224,"""@HighonHillcrest: @jeffzeleny what PROOF do u have DonaldTrump did not suffer from millions of FRAUD votes? Journalist? Do your job! @CNN""",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 02:15:54,803422200594309120,"""@JoeBowman12: @jeffzeleny just another generic CNN part time wannabe journalist !""  @CNN still doesn't get it. They will never learn!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 02:19:53,803423203620245504,"""@FiIibuster: @jeffzeleny Pathetic - you have no sufficient evidence that Donald Trump did not suffer from voter fraud, shame! Bad reporter.",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 02:21:04,803423503978532864,"""@sdcritic:  @HighonHillcrest @jeffzeleny @CNN There is NO QUESTION THAT #voterfraud did take place, and in favor of #CorruptHillary !""",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 03:03:59,803434300846862336,".@CNN is so embarrassed by their total  (100%) support of Hillary Clinton, and yet her loss in a landslide, that they don't know what to do.",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 11:15:49,803558077144399873,The Great State of Michigan was just certified as a Trump WIN giving all of our MAKE AMERICA GREAT AGAIN supporters another victory - 306!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 11:34:42,803562827776720896,"I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however, since election, they are worse!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 11:55:13,803567993036754944,"Nobody should be allowed to burn the American flag - if they do, there must be consequences - perhaps loss of citizenship or year in jail!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 20:08:12,803692055897788424,My thoughts and prayers are with the great people of Tennessee during these terrible wildfires. Stay safe!,en,Twitter Web Client,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 20:45:55,803701545426681856,"RT @DanScavino: Back to Cincinnati, Ohio this Thursday (12/1/16) at 7pm for #PEOTUS @realDonaldTrump's #ThankYouTour2016! Join us!
https://…",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 20:59:10,803704881278230528,"'President-Elect Donald J. Trump Intends to Nominate Congressman Tom Price and Seema Verma.'
https://t.co/ZTh5cuY26Z https://t.co/twIgAKJs3s",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-29 23:37:40,803744769566339072,"'President-Elect Donald J. Trump Nominates Elaine Chao as Secretary of the Department of Transportation'
https://t.co/5FMGdhAZxB",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 03:40:16,803805823503925250,I will be going to Indiana on Thursday to make a major announcement concerning Carrier A.C. staying in Indianapolis. Great deal for workers!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 03:50:44,803808454620094465,Big day on Thursday for Indiana and the great workers of that wonderful state.We will keep our companies and jobs in the U.S. Thanks Carrier,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 11:20:01,803921522784092160,ISIS is taking credit for the terrible stabbing attack at Ohio State University by a Somali refugee who should not have been in our country.,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 11:39:45,803926488579973120,I will be holding a major news conference in New York City with my children on December 15 to discuss the fact that I will be leaving my ...,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 11:44:52,803927774784344064,great business in total in order to fully focus on running the country in order to MAKE AMERICA GREAT AGAIN! While I am not mandated to ....,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 11:54:40,803930240661811200,"do this under the law, I feel it is visually important, as President,  to in no way have a conflict of interest with my various businesses..",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 11:59:38,803931490514075648,"Hence, legal documents are being crafted which take me completely out of business operations. The Presidency is a far more important task!",en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 15:23:43,803982850081099776,"Join me in Cincinnati, Ohio tomorrow evening at 7:00pm. I am grateful for all of your support. THANK YOU!
Tickets:… https://t.co/51Emq7Tffa",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 16:21:26,803997374016167936,"'President-elect Donald J. Trump today announced his intent to nominate Steven Mnuchin, Wilbur Ross &amp; Todd Ricketts… https://t.co/cEBxoWsnYp",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 19:51:16,804050182170116096,RT @DanScavino: Great interview on @foxandfriends by @SteveDoocy w/ Carrier employee- who has a message for #PEOTUS @realDonaldTrump &amp; #VPE…,en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-11-30 20:00:14,804052438546317312,'Donald Trump is already helping the working class' https://t.co/GTuNcQhLYx,en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-12-01 03:48:35,804170300908781570,Look forward to going to Indiana tomorrow in order to be with the great workers of Carrier. They will sell many air conditioners!,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-12-01 14:37:57,804333718999539712,My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!,en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-12-01 14:38:09,804333771021570048,Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C.,en,Twitter for Android,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-12-01 22:52:10,804458095569158144,"Heading to U.S. Bank Arena in Cincinnati, Ohio for a 7pm rally. 
Join me! Tickets: https://t.co/HiWqZvHv6M",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,34069,40,16489699,25073877,True,"New York, NY",President-elect of the United States,2016-12-02 02:45:18,804516764562374656,"Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again!… https://t.co/sVNSNJE7Uf",en,Twitter for iPhone,False,,
Donald J. Trump,realDonaldTrump,35036,45,32080663,25073877,True,"Washington, DC",45th President of the United States of America,2017-05-03 20:57:56,859874689442775045,It was an honor to stop by a #SchoolChoice event hosted by @VP Pence and @usedgov Secretary @BetsyDeVosED at the… https://t.co/B8VxVsYNHA,en,Twitter for iPhone,False,,
